gene_a	gene_b
SYNGR2	FLII
SYNGR2	ARPC1B
SYNGR2	SNX8
SYNGR2	RRAS
SYNGR2	OS9
SYNGR2	MRPL12
SYNGR2	CD74
SYNGR2	OXA1L
SYNGR2	STAT6
SYNGR2	STAT3
SYNGR2	MYH9
SYNGR2	NFKB2
SYNGR2	REEP5
SYNGR2	ASL
SYNGR2	RALY
SYNGR2	MSN
SYNGR2	KEAP1
SYNGR2	PPP2R1A
SYNGR2	PSMD8
SYNGR2	ATP6V0B
SYNGR2	GPX1
SYNGR2	INPPL1
SYNGR2	PDIA4
SYNGR2	ALDOA
SYNGR2	TMBIM6
SYNGR2	ATP4A
SYNGR2	DPP7
SIRPD	CYLC1
SP8	FOXK2
SP8	FOXA1
SP8	SOX2
SP8	FLT4
SP8	GTF2B
SP8	ABCB5
SP8	FOXB2
SP8	TCF4
SP8	LEF1
SP8	TP53
SP8	TBP
CARNS1	MYH7
CARNS1	GATM
CARNS1	TRIP12
CARNS1	CPS1
CRADD	CASP10
CRADD	MAP3K5
CRADD	MYC
CRADD	TRAF1
CRADD	NSMAF
CRADD	MAP2K7
CRADD	MAP2K4
CRADD	FAS
CRADD	ANK3
CRADD	TRAF2
CRADD	CARD11
CRADD	CARD10
CRADD	TNF
CRADD	BCL10
CRADD	CASP3
CRADD	CASP8
CRADD	SDHB
GRIN2A	SLC6A3
GRIN2A	DYNLL1
GRIN2A	PAPPA2
GRIN2A	DLG3
GRIN2A	DLG2
GRIN2A	SLITRK3
GRIN2A	LRP1
GRIN2A	ADRA1A
GRIN2A	ADRA1B
GRIN2A	ENC1
GRIN2A	KCNJ9
GRIN2A	ACVR1B
GRIN2A	ATP2C2
GRIN2A	ARNTL
GRIN2A	GRM8
GRIN2A	JAK3
GRIN2A	NF1
GRIN2A	GRM5
GRIN2A	GRM1
GRIN2A	GRM3
GRIN2A	PDLIM5
GRIN2A	KCNQ3
GRIN2A	KCNH2
GRIN2A	RET
GRIN2A	ITPR3
GRIN2A	POU6F2
GRIN2A	TLL2
GRIN2A	NEDD4
GRIN2A	ADGRB3
GRIN2A	CALB2
GRIN2A	LTK
GRIN2A	ALK
GRIN2A	CDC42
GRIN2A	EGFR
GRIN2A	PLCG1
GRIN2A	SLIT3
GRIN2A	NOS1
GRIN2A	HGF
GRIN2A	ATP4A
GRIN2A	ANK1
GRIN2A	SLC1A3
GRIN2A	TGM1
GRIN2A	PTK2B
GRIN2A	DAB1
GRIN2A	CDH9
GRIN2A	EPHA4
GRIN2A	ACTB
GRIN2A	SPTAN1
GRIN2A	KHDRBS2
GRIN2A	CNTN1
GRIN2A	MYCN
GRIN2A	CACNA1E
GRIN2A	NCAM2
GRIN2A	DNAH7
GRIN2A	CYLC1
GRIN2A	GABRA1
GRIN2A	FLT3
GRIN2A	MYH2
GRIN2A	PZP
GRIN2A	KIF1A
GRIN2A	GRIK2
GRIN2A	GRIK3
GRIN2A	ELAVL4
GRIN2A	SOX2
GRIN2A	PATJ
GRIN2A	SLC1A6
GRIN2A	CTNNA2
GRIN2A	FEV
GRIN2A	ARHGAP32
GRIN2A	MUSK
GRIN2A	SLC6A2
GRIN2A	CACNA1H
GRIN2A	GRIA3
GRIN2A	CACNA1A
GRIN2A	CACNA1B
GRIN2A	CACNA1C
GRIN2A	CBL
GRIN2A	MAGI2
GRIN2A	ERBB3
GRIN2A	AKT1
GRIN2A	SHANK2
GRIN2A	RUNX1
GRIN2A	HRAS
GRIN2A	FNBP1L
GRIN2A	XDH
GRIN2A	TRPM1
GRIN2A	TRPM3
GRIN2A	EPHB1
GRIN2A	PAX6
GRIN2A	BTNL3
GRIN2A	RBFOX1
GRIN2A	MOS
GRIN2A	CYP2E1
GRIN2A	ATP6V1G2
GRIN2A	CTNND2
GRIN2A	GRIK5
GRIN2A	RASGRF2
GRIN2A	SLC6A11
GRIN2A	SLC6A15
GRIN2A	RELN
GRIN2A	PDYN
GRIN2A	ADAM22
GRIN2A	GABRB2
GRIN2A	ESR1
GRIN2A	GSTM5
GRIN2A	ADRB3
GRIN2A	CDH10
GRIN2A	CDH18
GRIN2A	SPTBN2
GRIN2A	NRG1
GRIN2A	DPP6
GRIN2A	PDE6G
GRIN2A	KMT2D
GRIN2A	CYP2A7
GRIN2A	CASP3
GRIN2A	DRD5
GRIN2A	DRD3
GRIN2A	CNTNAP2
GRIN2A	CCK
GRIN2A	CACNA2D1
GRIN2A	RYR1
GRIN2A	SFRP4
GRIN2A	HTR7
GRIN2A	ATP2B3
GRIN2A	KRAS
GRIN2A	GSK3A
GRIN2A	ACSL6
GRIN2A	SLC12A5
GRIN2A	PREX2
GRIN2A	FGF5
GRIN2A	FGF2
GRIN2A	HECW1
GRIN2A	EPHA7
GRIN2A	ACAN
GRIN2A	EPHA5
GRIN2A	EPHA3
GRIN2A	EPHA1
GRIN2A	GML
GRIN2A	CACNA1D
GRIN2A	NKX3-1
GRIN2A	KALRN
GRIN2A	SERPINA4
GRIN2A	NRAS
GRIN2A	AKAP9
GRIN2A	FSHR
GRIN2A	PDGFB
GRIN2A	TNR
GRIN2A	AR
GRIN2A	ACTL6B
GRIN2A	MYOZ3
RAD21	NCBP1
RAD21	DERL1
RAD21	CEP83
RAD21	HNRNPDL
RAD21	XPO1
RAD21	TTK
RAD21	ATAD2
RAD21	NUP133
RAD21	HMGB1
RAD21	CHAF1B
RAD21	EWSR1
RAD21	AHCTF1
RAD21	RFC4
RAD21	THOC7
RAD21	YTHDF2
RAD21	MYCN
RAD21	VEZF1
RAD21	IGF2
RAD21	TCF3
RAD21	SSB
RAD21	BBX
RAD21	KTN1
RAD21	ZFX
RAD21	MAN2A1
RAD21	EP300
RAD21	DNMT1
RAD21	HIF1A
RAD21	PPM1D
RAD21	CHEK2
RAD21	NCAPD3
RAD21	GINS1
RAD21	PTDSS1
RAD21	RPS2
RAD21	NUP54
RAD21	RPL22
RAD21	SMARCB1
RAD21	WBP4
RAD21	CANX
RAD21	UBR5
RAD21	KRAS
RAD21	EEF1D
RAD21	PCM1
RAD21	RPL5
RAD21	FEN1
RAD21	THAP12
RAD21	RHOB
RAD21	POT1
RAD21	SACS
RAD21	TEC
RAD21	NBN
RAD21	ZNF131
RAD21	DIS3
RAD21	PRKAR1A
RAD21	SMG1
RAD21	ZMYM2
RAD21	OSBPL8
RAD21	IL7R
RAD21	GTF2B
RAD21	PPARD
RAD21	ING1
RAD21	PRKDC
RAD21	LMO1
RAD21	PBRM1
RAD21	DDX17
RAD21	DDX18
RAD21	TRIP12
RAD21	CLSTN2
RAD21	RARA
RAD21	EIF3A
RAD21	DYRK1A
RAD21	CDKN2C
RAD21	BARD1
RAD21	BAZ1A
RAD21	TIAL1
RAD21	NFATC4
RAD21	FUBP1
RAD21	FOXA1
RAD21	CREBBP
RAD21	SET
RAD21	MSH2
RAD21	MSH3
RAD21	SF3B1
RAD21	MSH6
RAD21	RBMX
RAD21	NRIP1
RAD21	ADD3
RAD21	CDKN2AIP
RAD21	SYNE2
RAD21	NUP214
RAD21	LUC7L2
RAD21	ZNF207
RAD21	SEMA3C
RAD21	SETD2
RAD21	TP53
RAD21	SFPQ
RAD21	NSMAF
RAD21	THSD7A
RAD21	WAC
RAD21	WBP11
RAD21	ZMIZ1
RAD21	MCM7
RAD21	MCM5
RAD21	POU5F1
RAD21	DHX15
RAD21	ZNF143
RAD21	CCDC102B
RAD21	DDX3X
RAD21	PMS1
RAD21	PMS2
RAD21	ZWINT
RAD21	CDC27
RAD21	CDC23
RAD21	CDC20
RAD21	PDZD2
RAD21	MAPK1
RAD21	BCOR
RAD21	NUMA1
RAD21	NRAS
RAD21	ANLN
RAD21	USP13
RAD21	USP16
RAD21	NPM1
RAD21	BOD1
RAD21	FXR1
RAD21	MUC16
RAD21	CTCF
RAD21	PDS5A
RAD21	PDS5B
RAD21	NCAPD2
RAD21	BLM
RAD21	PSIP1
RAD21	ATXN1
RAD21	SMC3
RAD21	SMC2
RAD21	SMC4
RAD21	MAP2K1
RAD21	RBM7
RAD21	LAPTM4B
RAD21	JAG1
RAD21	RAD17
RAD21	PTK2B
RAD21	CBFB
RAD21	CENPF
RAD21	ACTB
RAD21	NETO2
RAD21	NEK2
RAD21	ALYREF
RAD21	TPM3
RAD21	TCERG1
RAD21	CNBP
RAD21	FBXO28
RAD21	RANBP2
RAD21	GNB1
RAD21	MCMBP
RAD21	MTERF3
RAD21	EZH2
RAD21	IQGAP1
RAD21	RB1
RAD21	RPE
RAD21	YWHAE
RAD21	CCNB2
RAD21	ABI1
RAD21	POU2F2
RAD21	BPTF
RAD21	KIF2B
RAD21	CREBZF
RAD21	MED23
RAD21	RBM39
RAD21	EPHB1
RAD21	PARP4
RAD21	FBXO5
RAD21	RPS27
RAD21	PPIG
RAD21	DCLRE1C
RAD21	ECT2
RAD21	ZCCHC8
RAD21	HNRNPA2B1
RAD21	TP53BP2
RAD21	CASP8
RAD21	HECTD1
RAD21	LYPLA1
RAD21	MYC
RAD21	PCBP1
RAD21	HECW2
RAD21	RFWD3
RAD21	EPHA4
RAD21	HNRNPH3
RAD21	MRPS31
RAD21	KDM6A
RAD21	PHIP
RAD21	SYNE1
RAD21	MNAT1
RAD21	WAPL
RAD21	PAIP1
RAD21	TMSB4X
RAD21	NR3C1
RAD21	PIM1
RAD21	CREB3L2
RAD21	G3BP2
RAD21	WRN
RAD21	CCND1
RAD21	TCF12
RAD21	RPS27A
RAD21	POLQ
RAD21	POLE
RAD21	ASPM
RAD21	RNF20
RAD21	EPS15
RAD21	QKI
RAD21	RYBP
RAD21	KPNB1
RAD21	SPATA5L1
RAD21	PKP4
RAD21	NFE2L2
RAD21	EXT1
RAD21	YEATS4
RAD21	CCDC124
RAD21	STK26
RAD21	ZWILCH
RAD21	CEP170
RAD21	HDAC1
RAD21	HDAC2
RAD21	RFC1
RAD21	NDC80
RAD21	HNRNPK
RAD21	RAB14
RAD21	RRS1
RAD21	SRCAP
RAD21	ERCC3
RAD21	ERCC4
RAD21	ERCC5
RAD21	SOX9
RAD21	MED13
RAD21	SUZ12
RAD21	CTNNA1
RAD21	KAT6A
RAD21	INHBA
RAD21	DICER1
RAD21	FOXA2
RAD21	NCAPG
RAD21	TNFRSF14
RAD21	MAML2
RAD21	ERBIN
RAD21	TFDP1
RAD21	EIF3E
RAD21	STAT6
RAD21	SGK1
RAD21	RHEB
RAD21	PPP2R1A
RAD21	MAP2K4
RAD21	NIPBL
RAD21	NRG1
RAD21	PHF3
RAD21	CASP10
RAD21	CSNK2A1
RAD21	CPS1
RAD21	PABPC1
RAD21	EED
RAD21	PIK3R1
RAD21	STAG2
RAD21	STAG3
RAD21	STAG1
RAD21	RAD23B
RAD21	ABL1
RAD21	DROSHA
RAD21	HNRNPU
RAD21	HNRNPC
RAD21	HNRNPD
RAD21	ELF1
RAD21	ELF3
RAD21	GLI1
RAD21	RPIA
RAD21	CLASP2
RAD21	CLASP1
RAD21	RCC1
ADGRF2	ADGRV1
ADGRF2	ADGRB3
ADGRF2	ADGRA1
ADGRF2	ADGRG6
ANLN	MEN1
ANLN	PIK3C2A
ANLN	ERI1
ANLN	DTL
ANLN	FEN1
ANLN	XPO1
ANLN	TTK
ANLN	NF1
ANLN	DST
ANLN	NCAPD2
ANLN	NCAPD3
ANLN	BLM
ANLN	ATAD2
ANLN	POLQ
ANLN	PRKDC
ANLN	RHOA
ANLN	SMC3
ANLN	SMC2
ANLN	CEP170
ANLN	TRIOBP
ANLN	CHAF1B
ANLN	EPS15
ANLN	CDC25C
ANLN	PARD3
ANLN	CENPJ
ANLN	BARD1
ANLN	CENPF
ANLN	KLK6
ANLN	SPTAN1
ANLN	NDC80
ANLN	ZWILCH
ANLN	ZBTB20
ANLN	RFC4
ANLN	FANCD2
ANLN	MYH9
ANLN	TPM3
ANLN	TJP1
ANLN	MSH6
ANLN	EZH2
ANLN	MYBL2
ANLN	FEM1A
ANLN	INTS7
ANLN	CCNB2
ANLN	NCAPG
ANLN	ACTG1
ANLN	NIN
ANLN	MYLK
ANLN	MYO5B
ANLN	LIMCH1
ANLN	CHEK2
ANLN	MAN2A1
ANLN	TP53
ANLN	TFDP1
ANLN	FBXO5
ANLN	MSH2
ANLN	GINS1
ANLN	MYC
ANLN	CDKN2C
ANLN	ECT2
ANLN	HNRNPA2B1
ANLN	MCM7
ANLN	MCM5
ANLN	NUMB
ANLN	PICALM
ANLN	BORA
ANLN	FLII
ANLN	SUZ12
ANLN	EEF1D
ANLN	ZWINT
ANLN	TRIM37
ANLN	THAP12
ANLN	CDC25A
ANLN	PLEC
ANLN	ITPR3
ANLN	CDC27
ANLN	CDC20
ANLN	ASPM
ANLN	SMC4
ANLN	POLD1
ANLN	RCC1
ANLN	CEP152
ANLN	NRAS
ANLN	NR3C1
ANLN	PDIA4
ANLN	LUZP1
ANLN	NEK2
ANLN	NPM1
MYOM2	MYH7
MYOM2	MYH9
MYOM2	RYR1
MYOM2	JMJD1C
MYOM2	DYSF
USP13	BPTF
USP13	MOV10
USP13	BARD1
USP13	MOCS3
USP13	POLR3E
USP13	USP28
USP13	USP25
USP13	THOC7
USP13	ALMS1
USP13	SLC12A5
USP13	PMS1
USP13	FXR1
USP13	USP31
USP13	USP7
USP13	PTMA
USP13	RAD23B
USP13	MCM7
USP13	PABPC4
USP13	MSH2
USP13	YTHDF2
USP13	FEN1
USP13	FNBP1L
USP13	VEZF1
USP13	NCAPD2
USP13	HERC2
USP13	RFC4
USP13	SMC4
USP13	RPS27A
USP13	HNRNPH3
USP13	NDC80
USP13	POLD1
USP13	SMC3
USP13	HNRNPU
USP13	CYLD
USP13	PATZ1
USP13	NAT10
USP13	HNRNPA2B1
USP13	USP5
USP13	MSH6
USP13	CDC20
USP13	PSMC3
USP13	USP16
USP13	USP44
USP13	ATXN3
USP13	HEATR1
USP13	TCAF1
USP16	DERL1
USP16	CRBN
USP16	METTL14
USP16	C2CD5
USP16	WRN
USP16	OSBPL8
USP16	NUP54
USP16	RPS27A
USP16	PDS5A
USP16	XPO1
USP16	TAF11
USP16	SMC3
USP16	RBM12
USP16	RBM15
USP16	HMGB1
USP16	RIOK2
USP16	KRCC1
USP16	LUC7L2
USP16	AGGF1
USP16	EIF2S2
USP16	EPS15
USP16	DDX18
USP16	SF3B1
USP16	SPATA5L1
USP16	TRIP12
USP16	AHCTF1
USP16	USP28
USP16	USP25
USP16	NFE2L2
USP16	EIF3E
USP16	SUZ12
USP16	CCNL1
USP16	TCERG1
USP16	THOC7
USP16	RNF103
USP16	MED1
USP16	CCAR1
USP16	DHX36
USP16	STK26
USP16	VEZF1
USP16	SSB
USP16	INTS12
USP16	RANBP9
USP16	RANBP2
USP16	IGF2BP3
USP16	RTCA
USP16	USP8
USP16	USP5
USP16	USP7
USP16	RMDN1
USP16	XPO4
USP16	ABI1
USP16	ZNF292
USP16	CUL4B
USP16	CWC22
USP16	ZNF207
USP16	SETD2
USP16	MED23
USP16	USP44
USP16	RBM39
USP16	ESR1
USP16	HERC2
USP16	NSMAF
USP16	KTN1
USP16	SON
USP16	PPIG
USP16	MAP2K4
USP16	NIPBL
USP16	HNRNPA2B1
USP16	TP53BP2
USP16	CASP3
USP16	WBP4
USP16	HECTD1
USP16	DHX15
USP16	USP31
USP16	CANX
USP16	RBPJ
USP16	DMXL1
USP16	CCNC
USP16	KDM5A
USP16	TRIM37
USP16	THAP12
USP16	UBB
USP16	STAG2
USP16	STAG1
USP16	CDC23
USP16	RBM25
USP16	PCM1
USP16	RAD23B
USP16	POT1
USP16	HNRNPH3
USP16	TNPO1
USP16	KDM6A
USP16	PHIP
USP16	NEURL4
USP16	MNAT1
USP16	WAPL
USP16	PAIP1
USP16	NPM1
USP16	DIS3
USP16	G3BP2
SSBP1	NCBP1
SSBP1	HSPA4
SSBP1	WRN
SSBP1	FXR1
SSBP1	TCF12
SSBP1	FDX1
SSBP1	FEN1
SSBP1	SLIRP
SSBP1	TSPYL4
SSBP1	TSPYL1
SSBP1	AVL9
SSBP1	PRKDC
SSBP1	POLG
SSBP1	SMC3
SSBP1	SMC2
SSBP1	CEP170
SSBP1	EGFR
SSBP1	EIF2S2
SSBP1	DDX10
SSBP1	RPL22
SSBP1	LUC7L2
SSBP1	KPNB1
SSBP1	SPATA5L1
SSBP1	RBMX
SSBP1	SSB
SSBP1	RAD17
SSBP1	NCAPD3
SSBP1	DDX18
SSBP1	EIF3A
SSBP1	EIF3E
SSBP1	TCERG1
SSBP1	RRS1
SSBP1	DBI
SSBP1	PSMC3
SSBP1	TIAL1
SSBP1	YTHDF2
SSBP1	HSBP1
SSBP1	TCF3
SSBP1	HNRNPDL
SSBP1	MCM7
SSBP1	COPB2
SSBP1	PDSS2
SSBP1	CTCF
SSBP1	HDAC1
SSBP1	RFC4
SSBP1	SND1
SSBP1	RTCA
SSBP1	EP400
SSBP1	KEAP1
SSBP1	RPS27A
SSBP1	KTN1
SSBP1	GRSF1
SSBP1	ERCC2
SSBP1	MSH6
SSBP1	SF3B2
SSBP1	MRPS14
SSBP1	NOP58
SSBP1	MTERF3
SSBP1	EIF5A
SSBP1	YWHAE
SSBP1	XPO1
SSBP1	INTS7
SSBP1	HNRNPC
SSBP1	DYNLL1
SSBP1	JUN
SSBP1	NDUFB2
SSBP1	AHSA1
SSBP1	DNMT1
SSBP1	ZNF207
SSBP1	PRMT5
SSBP1	RBM39
SSBP1	UMPS
SSBP1	PDIA4
SSBP1	OXA1L
SSBP1	PES1
SSBP1	RPS2
SSBP1	DNAAF5
SSBP1	MSH2
SSBP1	MSH3
SSBP1	TAL1
SSBP1	SF3B1
SSBP1	LDB1
SSBP1	ERCC6
SSBP1	EZH2
SSBP1	SET
SSBP1	RPL29
SSBP1	IQGAP1
SSBP1	HNRNPA2B1
SSBP1	PPIG
SSBP1	HNRNPU
SSBP1	PTDSS1
SSBP1	DHX15
SSBP1	CANX
SSBP1	MALSU1
SSBP1	MYC
SSBP1	PFAS
SSBP1	PMS1
SSBP1	PTMA
SSBP1	NDC80
SSBP1	PCM1
SSBP1	MAPKAPK5
SSBP1	ATAD3B
SSBP1	NBN
SSBP1	MRPL12
SSBP1	CPS1
SSBP1	SFPQ
SSBP1	NFATC2
SSBP1	SMC4
SSBP1	HNRNPH3
SSBP1	RPL13A
SSBP1	MRPS31
SSBP1	MRPS33
SSBP1	HNRNPK
SSBP1	HNRNPD
SSBP1	NPM1
SSBP1	MNAT1
SSBP1	METTL3
SSBP1	PDHB
SSBP1	RPL5
SSBP1	DHX30
SSBP1	CCAR1
SSBP1	HSPA1L
SSBP1	MCM5
SSBP1	DIS3
SSBP1	EED
SSBP1	EMG1
SSBP1	G3BP2
SSBP1	SDHC
SSBP1	SDHB
SDHC	HSPA4
SDHC	MEN1
SDHC	MOCS3
SDHC	PIK3CD
SDHC	OFD1
SDHC	IGF1R
SDHC	GRSF1
SDHC	GTF2B
SDHC	PIK3CB
SDHC	RET
SDHC	DCTN1
SDHC	LEF1
SDHC	PSMD8
SDHC	DNM2
SDHC	HNF1A
SDHC	IDH2
SDHC	PSMC3
SDHC	HAX1
SDHC	NRAS
SDHC	GOT1
SDHC	HSBP1
SDHC	FDX1
SDHC	HDAC1
SDHC	ACVR1B
SDHC	ATP6V0B
SDHC	TJP1
SDHC	ARNT
SDHC	MSH2
SDHC	TGFBR1
SDHC	MRPS14
SDHC	SOX2
SDHC	SLIRP
SDHC	DYNLL1
SDHC	NDUFB2
SDHC	IDH1
SDHC	LYPLA1
SDHC	ZNF207
SDHC	HRAS
SDHC	RHOA
SDHC	OXA1L
SDHC	SMUG1
SDHC	ISOC2
SDHC	FOXO3
SDHC	FOXO1
SDHC	FOXO4
SDHC	TMBIM6
SDHC	PRKAR1A
SDHC	CANX
SDHC	KRAS
SDHC	POC5
SDHC	PCBP1
SDHC	PDHB
SDHC	MRPL12
SDHC	ACO1
SDHC	MAP2K1
SDHC	MRPS33
SDHC	ACVR1
SDHC	MAP2K4
SDHC	SDHB
SDHC	SDHA
SDHC	SDHD
HRH4	ADIPOQ
HRH4	ZNF770
HRH4	ZIC3
HRH4	GRM3
HRH4	HOXC11
HRH4	PDE6G
HRH4	ETV1
HRH4	CXCR4
HRH4	NMUR2
HRH4	JAKMIP2
HRH4	MCHR2
HRH4	MCHR1
HRH4	KHDRBS2
HRH4	HYDIN
HRH4	DNAH7
HRH4	NPAP1
HRH4	OR10H2
HRH4	LPAR3
HRH4	SEMA6D
HRH4	GNB1
HRH4	TAS2R60
HRH4	ADGRV1
HRH4	GRM8
HRH4	MC1R
HRH4	CCKBR
HRH4	TAS2R46
HRH4	AGTR2
HRH4	RXFP3
HRH4	IL1B
HRH4	PDYN
HRH4	DRD3
HRH4	OPRD1
HRH4	HTR1E
HRH4	CCR4
HRH4	CCR7
HRH4	PIK3R5
HRH4	GML
HRH4	TAS2R43
HRH4	TRPA1
HRH4	FSHR
HRH4	TNF
ZCCHC12	CTNNB1
ZCCHC12	FRMPD4
ZCCHC12	LMO1
ZCCHC12	TCF7L2
ZCCHC12	CREBBP
UBAC2	KLK7
UBAC2	KMT2D
UBAC2	RAD23B
UBAC2	PRKDC
UBAC2	TMEM201
UBAC2	KEAP1
UBAC2	HM13
UBAC2	EXOC2
UBAC2	ANK2
UBAC1	NELFE
UBAC1	CBLB
UBAC1	CTCF
UBAC1	RPS27A
UBAC1	DSP
UBAC1	MKRN1
UBAC1	CIZ1
UBAC1	PSMD8
UBAC1	PSMC3
UBAC1	PKP4
UBAC1	DHX30
UBAC1	VPS51
UBAC1	MYH2
UBAC1	SET
UBAC1	KEAP1
UBAC1	USP7
UBAC1	IQGAP2
UBAC1	SLIRP
UBAC1	BLCAP
UBAC1	MAP3K1
UBAC1	POU6F2
UBAC1	RNF216
UBAC1	TFDP1
UBAC1	PTDSS1
UBAC1	OXA1L
UBAC1	DNAAF5
UBAC1	MAP2K2
UBAC1	WBP11
UBAC1	MCM5
UBAC1	PSMF1
UBAC1	AKT1
UBAC1	STUB1
UBAC1	MYC
UBAC1	GOT1
UBAC1	CSNK2A1
UBAC1	UBB
UBAC1	FOXK2
UBAC1	TRIM37
UBAC1	PCBP1
UBAC1	CDC20
UBAC1	RAD23B
UBAC1	POLD1
UBAC1	PABPC4
UBAC1	RNF144B
UBAC1	HAX1
UBAC1	SDHA
UBAC1	BAP1
UBAC1	SDHB
BOD1	MOV10
BOD1	MTERF3
BOD1	CNBP
BOD1	SETD1B
BOD1	RBMX
BOD1	DDX55
BOD1	DDX18
BOD1	NXF1
BOD1	NPM1
BOD1	PAIP1
MT1H	FTH1
MT1H	SGK1
MT1H	HNF1A
MT1H	HPD
SLC9C1	ATXN3L
SLC9C1	PNPLA7
SLC9C1	SCN11A
SLC9C1	SLC9C2
SLC9C1	CNGA4
ARHGEF10	MACF1
ARHGEF10	DOCK4
ARHGEF10	SETD2
ARHGEF10	RHOA
ARHGEF10	LIMCH1
ARHGEF10	ARHGEF12
ARHGEF10	WRN
ARHGEF10	LEF1
ARHGEF10	LAMC1
ARHGEF10	COL6A3
ARHGEF10	CALD1
ARHGEF10	PDZD2
ARHGEF10	CCDC88A
ARHGEF10	CDC42
ARHGEF11	AKT3
ARHGEF11	RAPGEF1
ARHGEF11	RARA
ARHGEF11	KDM2A
ARHGEF11	EXOC7
ARHGEF11	ARHGEF12
ARHGEF11	SIRPA
ARHGEF11	ARHGEF18
ARHGEF11	WDTC1
ARHGEF11	GSK3A
ARHGEF11	LZTR1
ARHGEF11	OS9
ARHGEF11	SPTAN1
ARHGEF11	CC2D1A
ARHGEF11	DCTN1
ARHGEF11	CABIN1
ARHGEF11	PIK3R5
ARHGEF11	AKT1
ARHGEF11	PIK3R1
ARHGEF11	SMG7
ARHGEF11	AXIN1
ARHGEF11	RHOH
ARHGEF11	PLEC
ARHGEF11	RHOB
ARHGEF11	RHOA
ARHGEF11	ARHGAP35
ARHGEF11	SRCAP
ARHGEF11	USP8
ARHGEF11	ARHGEF3
ARHGEF11	ABL1
ARHGEF11	PIK3R2
ARHGEF11	RANBP9
ARHGEF11	MAPK7
ARHGEF11	RGS12
ARHGEF11	RGS18
ARHGEF11	MYO9A
ARHGEF11	RIPOR1
ARHGEF11	ARHGEF25
ARHGEF11	CDC42
ARHGEF11	KALRN
ARHGEF11	LIMK1
ARHGEF11	MAP2K2
ARHGEF11	PLCG1
ARHGEF11	ARHGEF10L
ARHGEF11	PLXNB2
ARHGEF11	BAP1
ARHGEF11	INPPL1
ARHGEF11	CALCOCO1
ARHGEF11	SLC1A6
ARHGEF11	SLC1A3
ARHGEF12	MYO9A
ARHGEF12	AKAP13
ARHGEF12	AKT3
ARHGEF12	ARHGAP35
ARHGEF12	MAP3K1
ARHGEF12	CDH1
ARHGEF12	IGF1R
ARHGEF12	NGEF
ARHGEF12	ARHGEF18
ARHGEF12	PIK3C2A
ARHGEF12	RGS12
ARHGEF12	MAN1A2
ARHGEF12	ADRA1A
ARHGEF12	ADRA1B
ARHGEF12	RASGRF2
ARHGEF12	MACF1
ARHGEF12	PLXNB2
ARHGEF12	NEBL
ARHGEF12	NF1
ARHGEF12	JMJD1C
ARHGEF12	CYLD
ARHGEF12	HERC1
ARHGEF12	RHOH
ARHGEF12	RHOB
ARHGEF12	RHOA
ARHGEF12	ARHGEF3
ARHGEF12	ERBIN
ARHGEF12	CBL
ARHGEF12	MAGEC1
ARHGEF12	FBXO9
ARHGEF12	THSD7A
ARHGEF12	SMC3
ARHGEF12	TEC
ARHGEF12	ABCG2
ARHGEF12	CCR4
ARHGEF12	PRKAR1A
ARHGEF12	SYNE2
ARHGEF12	TJP1
ARHGEF12	SEMA3E
ARHGEF12	ARHGEF25
ARHGEF12	CDC42
ARHGEF12	KALRN
ARHGEF12	EGFR
ARHGEF12	FOXO3
ARHGEF12	IQGAP1
ARHGEF12	ECT2
ARHGEF12	ANK1
ARHGEF12	ARHGEF10L
ARHGEF12	PGR
ARHGEF12	OPRD1
ARHGEF12	KMT2A
ARHGEF12	ARHGAP32
SLITRK2	CNTNAP2
ARHGEF18	PI4KA
ARHGEF18	KDM2A
ARHGEF18	RELA
ARHGEF18	WNK1
ARHGEF18	UBB
ARHGEF18	CTCF
ARHGEF18	MAML1
ARHGEF18	SPTAN1
ARHGEF18	RPS27A
ARHGEF18	DNM2
ARHGEF18	SEC16A
ARHGEF18	TCF3
ARHGEF18	KHSRP
ARHGEF18	NXF1
ARHGEF18	PPARD
ARHGEF18	RHOH
ARHGEF18	RHOB
ARHGEF18	RHOA
ARHGEF18	ABL1
ARHGEF18	MYH9
ARHGEF18	AP3D1
ARHGEF18	TGFBR1
ARHGEF18	GNB1
ARHGEF18	MAST3
ARHGEF18	TJP1
ARHGEF18	STAT5B
ARHGEF18	ARHGEF25
ARHGEF18	PRKD2
ARHGEF18	CDC42
ARHGEF18	ERCC5
ARHGEF18	ELF1
ARHGEF18	ELF4
ARHGEF18	DGKA
ARHGEF18	TRIP12
ARHGEF18	PARD3
ARHGEF18	EXOC7
ARHGEF18	CREB3L2
ARHGEF18	CNTRL
FXR1	MOV10
FXR1	NCBP1
FXR1	HSPA4
FXR1	HNRNPL
FXR1	PIK3C2A
FXR1	PHF3
FXR1	CCDC28A
FXR1	HNRNPDL
FXR1	AKAP9
FXR1	TCF12
FXR1	PDS5A
FXR1	NXF1
FXR1	XPO1
FXR1	GTF2B
FXR1	GTF2I
FXR1	BLK
FXR1	PSIP1
FXR1	PRKDC
FXR1	MKRN1
FXR1	MIOS
FXR1	SMC3
FXR1	SMC4
FXR1	RBM15
FXR1	PRKAR1A
FXR1	MCRS1
FXR1	CEP170
FXR1	LAPTM4B
FXR1	CTNNB1
FXR1	LTA4H
FXR1	DDX17
FXR1	DDX18
FXR1	EIF2S2
FXR1	RTN4
FXR1	LUC7L2
