gene_a	gene_b
U2AF2	CCAR1
U2AF2	DDX50
U2AF2	DDX51
U2AF2	DDX54
U2AF2	ALYREF
U2AF2	TBP
U2AF2	CLK3
U2AF2	SSB
U2AF2	HDAC1
U2AF2	IQGAP1
U2AF2	SCYL2
U2AF2	PRKDC
U2AF2	CFAP20
U2AF2	MYH9
U2AF2	FANCG
U2AF2	RRS1
U2AF2	HNRNPA3
U2AF2	HNRNPH3
U2AF2	CELF1
U2AF2	SND1
U2AF2	IGF2BP3
U2AF2	IGF2BP2
U2AF2	NAT10
U2AF2	TJP1
U2AF2	RPS3A
U2AF2	SRCAP
U2AF2	SF3B1
U2AF2	EZH2
U2AF2	FAS
U2AF2	NOP58
U2AF2	SUZ12
U2AF2	VIRMA
U2AF2	YWHAE
U2AF2	HMGA1
U2AF2	ABCF1
U2AF2	HNRNPC
U2AF2	WBP4
U2AF2	JUN
U2AF2	PRPF4B
U2AF2	PPIL1
U2AF2	CWC22
U2AF2	USP10
U2AF2	SNRNP200
U2AF2	DNMT1
U2AF2	CRNKL1
U2AF2	XPO1
U2AF2	WDR62
U2AF2	CUL7
U2AF2	CUL1
U2AF2	CUL3
U2AF2	BRCA1
U2AF2	ZNF207
U2AF2	TRIM28
U2AF2	PRMT5
U2AF2	RPL10
U2AF2	SNRPD3
U2AF2	EPB41
U2AF2	CC2D1A
U2AF2	SMU1
U2AF2	EIF5A
U2AF2	ABCF2
U2AF2	SRSF2
U2AF2	CANX
U2AF2	RBM39
U2AF2	SNRPD2
U2AF2	RHOA
U2AF2	TP53
U2AF2	RBFOX1
U2AF2	ESR1
U2AF2	ERBIN
U2AF2	GLIS2
U2AF2	SFPQ
U2AF2	PHF5A
U2AF2	CIC
U2AF2	NAMPT
U2AF2	RPS2
U2AF2	RBM8A
U2AF2	SRC
U2AF2	ERCC3
U2AF2	THRAP3
U2AF2	WBP11
U2AF2	SF3B3
U2AF2	SF3B2
U2AF2	NUP50
U2AF2	NUP54
U2AF2	RALYL
U2AF2	CSNK2B
U2AF2	PPP2R1A
U2AF2	FMR1
U2AF2	RPL29
U2AF2	RPL28
U2AF2	RPL22
U2AF2	ZCCHC8
U2AF2	HNRNPA2B1
U2AF2	ANXA2
U2AF2	MCM7
U2AF2	MCM5
U2AF2	RAVER1
U2AF2	CASP3
U2AF2	EIF4A1
U2AF2	TIA1
U2AF2	PLK1
U2AF2	DHX16
U2AF2	DHX15
U2AF2	GIGYF2
U2AF2	NTRK1
U2AF2	HSP90AB1
U2AF2	SNRNP35
U2AF2	FLII
U2AF2	KLHL8
U2AF2	MYC
U2AF2	DDX3X
U2AF2	EZR
U2AF2	DACH1
U2AF2	SMAD3
U2AF2	CSNK2A1
U2AF2	ARPC1B
U2AF2	EEF1D
U2AF2	DDX5
U2AF2	DDX6
U2AF2	XRN1
U2AF2	PABPC1
U2AF2	PABPC4
U2AF2	LUC7L
U2AF2	PCBP2
U2AF2	PCBP3
U2AF2	RBMX2
U2AF2	PCBP1
U2AF2	PES1
U2AF2	NXF1
U2AF2	DHX30
U2AF2	CASC3
U2AF2	CLTCL1
U2AF2	RBM25
U2AF2	IPO4
U2AF2	A1CF
U2AF2	NAP1L1
U2AF2	SMC2
U2AF2	CD2BP2
U2AF2	RANBP2
U2AF2	GNAI2
U2AF2	RPL13A
U2AF2	HNRNPU
U2AF2	POLD1
U2AF2	HNRNPK
U2AF2	HNRNPL
U2AF2	SPTAN1
U2AF2	HNRNPD
U2AF2	NRK
U2AF2	RPL5
U2AF2	MARK2
U2AF2	DAZAP1
U2AF2	NPM1
U2AF2	RPS13
U2AF2	RPS15
U2AF2	MSN
U2AF2	EED
U2AF2	ELF1
U2AF2	ZRSR2
U2AF2	SLC9A3R1
U2AF2	ZKSCAN3
U2AF2	RCC1
U2AF2	RPL31
U2AF2	PTPRC
U2AF2	G3BP2
U2AF2	SLIRP
COQ10B	EDEM1
COQ10B	KLF4
COQ10B	PNPLA8
COQ10B	CYLD
COQ10B	FDX1
COQ10B	HIF1A
COQ10B	GTF2B
COQ10B	GCC2
COQ10B	PDHB
COQ10B	UAP1
COQ10B	DNAJB9
COQ10B	NAMPT
COQ10B	ACVR1
COQ10B	TBK1
COQ10B	PDSS2
COQ10B	HIVEP1
COQ10B	CDC37L1
COQ10B	HNF1A
COQ10B	ETNK1
COQ10B	NR4A2
COQ10B	BCL10
COQ10B	ABI1
ASTN2	CFAP54
ASTN2	ANK2
ASTN2	CNTNAP2
ASTN2	FDXR
ASTN2	KCNN3
ASTN2	BRINP3
ASTN2	CCT6B
ASTN1	CDH8
ASTN1	RELN
ASTN1	SLITRK3
ASTN1	ADCY2
ASTN1	GNG3
ASTN1	LSAMP
ASTN1	ELAVL4
ASTN1	GRIA2
ASTN1	GRIA3
ASTN1	GABRG1
ASTN1	DCLK1
ASTN1	CHL1
ASTN1	KCNQ3
ASTN1	ATP6V1G2
ASTN1	EPHA5
ASTN1	CTNND2
ASTN1	GABRA2
ASTN1	RIMS2
ASTN1	ADGRB3
ASTN1	RALYL
ASTN1	PEG3
ASTN1	CNTNAP2
ASTN1	FAM171B
ASTN1	NPAS3
ASTN1	RGS7
ASTN1	DGKB
ASTN1	NRG3
ASTN1	CA10
ASTN1	TNC
ASTN1	CTNNA2
ASTN1	PTPRT
ASTN1	ANK2
ASTN1	SLC1A3
CCDC6	SMG1
CCDC6	PIK3CA
CCDC6	PPP4C
CCDC6	ZMYM2
CCDC6	MTUS2
CCDC6	MAX
CCDC6	XPO1
CCDC6	CSDE1
CCDC6	TTK
CCDC6	JAK2
CCDC6	NF1
CCDC6	TSPYL4
CCDC6	BRCC3
CCDC6	RPS6KA3
CCDC6	RET
CCDC6	AKAP11
CCDC6	NCOA2
CCDC6	NCOA3
CCDC6	SMC3
CCDC6	PRKAR1A
CCDC6	CTNNB1
CCDC6	RPTOR
CCDC6	EPS15
CCDC6	CNOT1
CCDC6	PIK3C2A
CCDC6	STK4
CCDC6	PPP2R3A
CCDC6	USP25
CCDC6	RARA
CCDC6	YTHDF2
CCDC6	RAB11A
CCDC6	TCF3
CCDC6	MLLT10
CCDC6	PAAF1
CCDC6	CEP170
CCDC6	IRF8
CCDC6	HDAC1
CCDC6	ZNF331
CCDC6	SCYL2
CCDC6	SET
CCDC6	MYH9
CCDC6	FBXO28
CCDC6	FBXW7
CCDC6	KIF1B
CCDC6	USP8
CCDC6	MSH2
CCDC6	TGFBR1
CCDC6	USP7
CCDC6	RB1
CCDC6	YWHAE
CCDC6	PRKCI
CCDC6	ABI1
CCDC6	AZIN1
CCDC6	NRIP1
CCDC6	MET
CCDC6	ZFX
CCDC6	EML4
CCDC6	MAP3K5
CCDC6	CUL1
CCDC6	TRIM28
CCDC6	WNK1
CCDC6	CREB1
CCDC6	HRAS
CCDC6	ZFP91
CCDC6	ARHGAP5
CCDC6	PDE4DIP
CCDC6	AFF4
CCDC6	JUN
CCDC6	PPP6C
CCDC6	SFPQ
CCDC6	PAX6
CCDC6	TP53
CCDC6	ESR1
CCDC6	PPP2R5A
CCDC6	NAMPT
CCDC6	MARK2
CCDC6	TBL1XR1
CCDC6	PPP2R1A
CCDC6	FOXO3
CCDC6	BMPR1A
CCDC6	TP53BP2
CCDC6	PPP2R5C
CCDC6	CCDC102A
CCDC6	NTRK1
CCDC6	MYCBP2
CCDC6	MYC
CCDC6	CSNK2A1
CCDC6	KRAS
CCDC6	ZNF217
CCDC6	PCM1
CCDC6	PCBP3
CCDC6	TAF1
CCDC6	ETV6
CCDC6	CDC23
CCDC6	RAD23B
CCDC6	SMC4
CCDC6	DROSHA
CCDC6	TRIM33
CCDC6	MAPK1
CCDC6	MAPK7
CCDC6	TMEM30A
CCDC6	ZFP36L2
CCDC6	WAPL
CCDC6	DICER1
CCDC6	NRAS
CCDC6	BRAF
CCDC6	NR3C1
CCDC6	CLASP2
CCDC6	RAD21
CCDC6	USP10
CCDC6	G3BP2
SHF	PDGFRA
SHF	EP300
SHH	PIK3CG
SHH	GATA4
SHH	MAZ
SHH	TNFSF10
SHH	ACVR1B
SHH	RPS27A
SHH	TCF3
SHH	GRM8
SHH	GRM5
SHH	GRM1
SHH	GRM3
SHH	ZEB1
SHH	HES1
SHH	CBARP
SHH	SMO
SHH	SPI1
SHH	EEF1A1
SHH	LEF1
SHH	PSMD8
SHH	HNF1A
SHH	SLIT3
SHH	PSMC3
SHH	SUFU
SHH	HGF
SHH	SIX1
SHH	SLC12A5
SHH	CDH8
SHH	KLF2
SHH	CDKN2B
SHH	CDKN2A
SHH	TSC22D1
SHH	EDEM1
SHH	JAG1
SHH	DERL1
SHH	IGF2
SHH	FZD1
SHH	FZD3
SHH	IRF6
SHH	PIWIL2
SHH	FOXE1
SHH	FLT1
SHH	HRAS
SHH	DLL1
SHH	TJP1
SHH	RPS3A
SHH	SOX2
SHH	RB1
SHH	ALX4
SHH	SUZ12
SHH	GPC3
SHH	NR4A2
SHH	TLX1
SHH	TLX3
SHH	SLC6A3
SHH	CACNA1B
SHH	DCC
SHH	POU6F2
SHH	INHBA
SHH	AKT2
SHH	FOXA1
SHH	SMURF2
SHH	EGR1
SHH	JUN
SHH	CDK4
SHH	PAX3
SHH	PAX2
SHH	PAX9
SHH	ESR1
SHH	SULT2B1
SHH	AGTR2
SHH	CIC
SHH	TBX3
SHH	IL1B
SHH	RAF1
SHH	KCNJ5
SHH	GPR50
SHH	MAP2K2
SHH	MAP2K1
SHH	GDF5
SHH	NRG1
SHH	HTR7
SHH	DRD5
SHH	DRD3
SHH	PSMF1
SHH	GLI3
SHH	NTRK1
SHH	NTRK3
SHH	MYC
SHH	HHAT
SHH	UBR5
SHH	KRAS
SHH	TCHH
SHH	GFRA1
SHH	UBB
SHH	TNF
SHH	GSK3A
SHH	PDGFB
SHH	MUTYH
SHH	TGFA
SHH	CDON
SHH	NR5A1
SHH	NEUROG2
SHH	OS9
SHH	FGF5
SHH	FGF2
SHH	ABCG2
SHH	HOXD13
SHH	WNT5B
SHH	ACAN
SHH	EPHA5
SHH	EPHA1
SHH	TP63
SHH	DROSHA
SHH	FGF19
SHH	HOXC6
SHH	SLC6A11
SHH	ACVR1
SHH	VCAN
SHH	NRAS
SHH	GLI1
SHH	DISP1
SHH	DISP2
SHH	NR3C1
SHH	TNR
SHH	AR
SHH	GPC5
CCDC9	STK11
CCDC9	GAL3ST1
CCDC9	BAZ2A
CCDC9	TNFRSF8
CCDC9	JAK3
CCDC9	CBL
CCDC9	MOG
CCDC9	KIF21B
CCDC9	OLIG2
CCDC9	TP73
CCDC9	CTNNB1
CCDC9	HNF1A
CCDC9	PLCG1
CCDC9	RS1
CCDC9	DDX17
CCDC9	TTLL5
CCDC9	NOS1
CCDC9	MAP3K19
CCDC9	SPTB
CCDC9	DAB1
CCDC9	GATA4
CCDC9	IMP4
CCDC9	THOC7
CCDC9	THOC5
CCDC9	GNG3
CCDC9	LRRC75B
CCDC9	MYCN
CCDC9	RUNX1
CCDC9	TCF3
CCDC9	RALY
CCDC9	IRF4
CCDC9	SRRT
CCDC9	PIWIL2
CCDC9	SCN10A
CCDC9	ITIH1
CCDC9	PTGDR2
CCDC9	S1PR2
CCDC9	DOT1L
CCDC9	IRS4
CCDC9	GRIK3
CCDC9	SRCAP
CCDC9	ACVR2B
CCDC9	SF3B2
CCDC9	SOX2
CCDC9	SEMA6D
CCDC9	MED12
CCDC9	TLX1
CCDC9	NOTCH3
CCDC9	POU2F2
CCDC9	CACNA1H
CCDC9	ZNF384
CCDC9	CACNA1B
CCDC9	PZP
CCDC9	WDR62
CCDC9	LUC7L2
CCDC9	MC1R
CCDC9	TRIM28
CCDC9	CASZ1
CCDC9	ADCY1
CCDC9	APOBEC2
CCDC9	FOXA2
CCDC9	CRTC1
CCDC9	CD209
CCDC9	XRCC5
CCDC9	TRPM2
CCDC9	PLCB2
CCDC9	EPHB4
CCDC9	TUBA3C
CCDC9	PAX5
CCDC9	PAX3
CCDC9	BTNL3
CCDC9	MOS
CCDC9	SULT2B1
CCDC9	BCORL1
CCDC9	RBM8A
CCDC9	CHRNB2
CCDC9	KCNJ5
CCDC9	ESR1
CCDC9	RALYL
CCDC9	MAP2K7
CCDC9	FMR1
CCDC9	GDF5
CCDC9	RPL22
CCDC9	KMT2B
CCDC9	CYP2A7
CCDC9	NCAPH2
CCDC9	CSH1
CCDC9	PON1
CCDC9	OPRD1
CCDC9	NTRK3
CCDC9	MYC
CCDC9	GSK3A
CCDC9	TNR
CCDC9	PIK3R5
CCDC9	PCBP3
CCDC9	NR5A1
CCDC9	TRIM48
CCDC9	TAF1
CCDC9	RHBG
CCDC9	ACAN
CCDC9	POT1
CCDC9	HYDIN
CCDC9	PML
CCDC9	RGS12
CCDC9	OXCT2
CCDC9	CIC
CCDC9	LATS1
CCDC9	GNAT1
CCDC9	DAO
CCDC9	PDGFB
CCDC9	SIGLEC8
MGA	MEN1
MGA	PIK3CA
MGA	C2CD5
MGA	MAX
MGA	AKAP9
MGA	TCF12
MGA	CTCF
MGA	PDS5A
MGA	CELF1
MGA	BAZ2A
MGA	XPO1
MGA	ZNF451
MGA	TTK
MGA	RSBN1L
MGA	SMG1
MGA	ZC3H4
MGA	ZNF292
MGA	GIGYF2
MGA	ANKRD36
MGA	REL
MGA	ZNF638
MGA	ARID5B
MGA	METTL14
MGA	PBRM1
MGA	MCRS1
MGA	TRIM28
MGA	TWIST1
MGA	RYBP
MGA	PSMC3
MGA	MDC1
MGA	DMXL1
MGA	TNRC6B
MGA	PRPF3
MGA	PCF11
MGA	BAZ1A
MGA	TPR
MGA	ELK4
MGA	CD2BP2
MGA	TCF7L2
MGA	DHX35
MGA	DHX36
MGA	CREBBP
MGA	HDAC1
MGA	HDAC2
MGA	TBX18
MGA	BBX
MGA	EP300
MGA	TJP1
MGA	RANBP2
MGA	ERCC6
MGA	USP7
MGA	SMARCA1
MGA	CDYL
MGA	MED13
MGA	NKTR
MGA	KAT6A
MGA	BPTF
MGA	ADD3
MGA	TBX22
MGA	ZNF384
MGA	MAP3K1
MGA	LUC7L2
MGA	SETD2
MGA	NIN
MGA	RBBP6
MGA	TTC14
MGA	RICTOR
MGA	KANSL1
MGA	MAML1
MGA	RBM39
MGA	PARP2
MGA	HERC1
MGA	PAX6
MGA	TP53
MGA	PHF3
MGA	TFDP1
MGA	SEC14L1
MGA	TBX3
MGA	CDH19
MGA	BIRC6
MGA	FMR1
MGA	RB1CC1
MGA	SON
MGA	NIPBL
MGA	ZCCHC8
MGA	KMT2C
MGA	KMT2A
MGA	KMT2E
MGA	TP53BP1
MGA	TP53BP2
MGA	HECTD1
MGA	SETD1B
MGA	RBPJ
MGA	UBR1
MGA	KDM5A
MGA	KDM5C
MGA	PCM1
MGA	PHF21A
MGA	EP400
MGA	ASXL2
MGA	UBXN7
MGA	STAG1
MGA	STAT4
MGA	TAF4
MGA	TAF1
MGA	FAM111A
MGA	SACS
MGA	NCOR1
MGA	TRIM33
MGA	PHIP
MGA	BCOR
MGA	SOS1
MGA	STAT5B
MGA	ZNF131
MGA	EED
MGA	CLASP2
MGA	CLASP1
MGA	CNTRL
MGA	PRPF38B
MTHFD2	NCBP1
MTHFD2	BUB1B
MTHFD2	IQCB1
MTHFD2	HSPA4
MTHFD2	WRN
MTHFD2	CEP76
MTHFD2	NLN
MTHFD2	YBX3
MTHFD2	DERL1
MTHFD2	EFTUD2
MTHFD2	SOAT1
MTHFD2	NUP133
MTHFD2	PRKDC
MTHFD2	ZWILCH
MTHFD2	NTHL1
MTHFD2	RBM15
MTHFD2	LAPTM4B
MTHFD2	LTA4H
MTHFD2	DDX10
MTHFD2	ETNK1
MTHFD2	EIF2S2
MTHFD2	KPNB1
MTHFD2	SMC4
MTHFD2	TRIP12
MTHFD2	IPO5
MTHFD2	RBMX
MTHFD2	HUWE1
MTHFD2	CASP3
MTHFD2	PES1
MTHFD2	DDX18
MTHFD2	EIF3E
MTHFD2	CBFB
MTHFD2	HMGA1
MTHFD2	BARD1
MTHFD2	CENPF
MTHFD2	BAZ1A
MTHFD2	PHGDH
MTHFD2	DBI
MTHFD2	TIAL1
MTHFD2	ELOC
MTHFD2	NFATC2
MTHFD2	DDX50
MTHFD2	STK26
MTHFD2	COPB2
MTHFD2	SSB
MTHFD2	HDAC2
MTHFD2	RFC4
MTHFD2	TCERG1
MTHFD2	NDC80
MTHFD2	SET
MTHFD2	CSF1R
MTHFD2	HNRNPH3
MTHFD2	GRSF1
MTHFD2	MSH5
MTHFD2	EZH2
MTHFD2	UBE2A
MTHFD2	MYBL2
MTHFD2	SMARCA4
MTHFD2	NOP58
MTHFD2	RB1
MTHFD2	PFKP
MTHFD2	MTERF3
MTHFD2	RPE
MTHFD2	AURKA
MTHFD2	ATAD2
MTHFD2	HNRNPC
MTHFD2	AZIN1
MTHFD2	PPIL1
MTHFD2	DCK
MTHFD2	DNMT1
MTHFD2	CUL3
MTHFD2	IDH1
MTHFD2	PRMT5
MTHFD2	MDM2
MTHFD2	SYK
MTHFD2	MRPL20
MTHFD2	HRAS
MTHFD2	HIF1A
MTHFD2	EIF5A
MTHFD2	CANX
MTHFD2	RBM39
MTHFD2	UBA2
MTHFD2	PTPN2
MTHFD2	FBXO5
MTHFD2	MSH2
MTHFD2	GINS1
MTHFD2	MSH6
MTHFD2	WDR12
MTHFD2	LDHAL6A
MTHFD2	DDX3X
MTHFD2	ECT2
MTHFD2	NAP1L1
MTHFD2	FTCD
MTHFD2	KCNK1
MTHFD2	SESN2
MTHFD2	MYC
MTHFD2	PFAS
MTHFD2	LYN
MTHFD2	PTMA
MTHFD2	DDX5
MTHFD2	CCNC
MTHFD2	RPS2
MTHFD2	NFE2L3
MTHFD2	ZWINT
MTHFD2	DEK
MTHFD2	FEN1
MTHFD2	THAP12
MTHFD2	EED
MTHFD2	LRRK2
MTHFD2	MRPL12
MTHFD2	TNFAIP8
MTHFD2	CDC27
MTHFD2	CDC20
MTHFD2	EPHA2
MTHFD2	SACS
MTHFD2	CCNB1IP1
MTHFD2	NPM1
MTHFD2	NBN
MTHFD2	PABPC1
MTHFD2	PDCD2
MTHFD2	RCC1
MTHFD2	ACVR1
MTHFD2	NRAS
MTHFD2	RPIA
MTHFD2	PIM1
MTHFD2	NEK2
MTHFD2	DAZAP1
NSD1	ATF7IP
NSD1	SETD1B
NSD1	CDKN2B
NSD1	RARA
NSD1	BRPF3
NSD1	DNMT1
NSD1	BRPF1
NSD1	NUP214
NSD1	RELA
NSD1	SETDB1
NSD1	TRIM24
NSD1	PRMT5
NSD1	LDB1
NSD1	SETD2
NSD1	SETD7
NSD1	MST1R
NSD1	TCF7L2
NSD1	STRADA
NSD1	KMT2C
NSD1	PHF21A
NSD1	NR3C1
NSD1	EED
NSD1	BAZ2B
NSD1	JUN
NSD1	PRKG1
NSD1	NF1
NSD1	NLN
NSD1	TCF3
NSD1	MLLT10
NSD1	RXRA
NSD1	STC1
NSD1	PSIP1
NSD1	PPARG
NSD1	CDC20
NSD1	PRDM1
NSD1	PRDM2
NSD1	NSD2
NSD1	PHF3
NSD1	USP25
NSD1	STIM1
NSD1	ABL1
NSD1	TSC2
NSD1	TSC1
NSD1	INTS12
NSD1	ESR1
NSD1	ING1
NSD1	KMT2E
NSD1	RBM15
NSD1	MARK3
NSD1	DOT1L
NSD1	HRAS
NSD1	ASH1L
NSD1	ZFP36L1
NSD1	ZFP36L2
NSD1	LEF1
NSD1	ZNF638
NSD1	TAF1
NSD1	SOS1
NSD1	ALB
NSD1	PRKCQ
NSD1	STAT5B
NSD1	MKI67
NSD1	MSH6
NSD1	EZH1
NSD1	EZH2
NSD1	PAN3
NSD1	NR3C2
NSD1	PDGFB
NSD1	KMT2D
NSD1	KANSL1
NSD1	AR
NSD1	NSD3
NSD1	DMXL2
NSD1	KAT6B
NSD3	BPTF
NSD3	AKT1
NSD3	DHX15
NSD3	FGFR4
NSD3	CDKN2A
NSD3	SLC12A6
NSD3	SETD7
NSD3	SETDB1
NSD3	WRN
NSD3	PASK
NSD3	SETD2
NSD3	NIN
NSD3	CHEK2
NSD3	SETD1B
NSD3	KMT2C
NSD3	YEATS4
NSD3	CTCF
NSD3	TRIM33
NSD3	PCM1
NSD3	NFKBIA
NSD3	PHF21A
NSD3	NFKBIE
NSD3	EP400
NSD3	GLYR1
NSD3	EED
NSD3	PPM1D
NSD3	ASXL2
NSD3	IKZF1
NSD3	MLLT10
NSD3	NCAPD3
NSD3	RAD21
NSD3	PAX2
NSD3	ETV3
NSD3	PSIP1
NSD3	ESR1
NSD3	PRDM2
NSD3	NSD2
NSD3	CSNK2A1
NSD3	PHF3
NSD3	ZNF292
NSD3	SRCAP
NSD3	BAG4
NSD3	RFC4
NSD3	TRRAP
NSD3	ABL2
NSD3	NCOA2
NSD3	INTS12
NSD3	ING1
NSD3	BCL7A
NSD3	ASH1L
NSD3	ERCC4
NSD3	ZFP36L1
NSD3	ZFP36L2
NSD3	DYRK1A
NSD3	MTOR
NSD3	PDS5B
NSD3	DOT1L
NSD3	DICER1
NSD3	PBRM1
NSD3	PPIG
NSD3	BIRC6
NSD3	MSH2
NSD3	BCL11A
NSD3	MSH6
NSD3	TACC1
NSD3	EZH1
NSD3	EZH2
NSD3	SMARCA4
NSD3	RB1CC1
NSD3	PAN3
NSD3	MYB
NSD3	RBM27
NSD3	KMT2D
NSD3	MLLT3
NSD3	BRPF3
NSD3	TFDP1
NSD3	BRPF1
NSD3	RBM39
NSD3	FEM1A
NSD3	KMT2A
NSD3	KMT2E
NSD3	MYCN
NSD3	CASP8
NSD3	EPC1
NSD3	KAT6A
NSD2	KHSRP
NSD2	MOV10
NSD2	NCBP1
NSD2	HSPA4
NSD2	MEN1
NSD2	UBAC1
NSD2	PDCD11
NSD2	BUB1B
NSD2	ALMS1
NSD2	WRN
NSD2	SMARCD1
NSD2	TBL1XR1
NSD2	HNRNPDL
NSD2	CTCF
NSD2	DTL
NSD2	RPS27A
NSD2	TTK
NSD2	NF2
NSD2	PDS5A
NSD2	BRCC3
NSD2	BLM
NSD2	ING1
NSD2	DCK
NSD2	PSIP1
NSD2	ATAD2
NSD2	PRDM1
NSD2	UTP20
NSD2	POLQ
NSD2	PRKDC
NSD2	POLE
NSD2	ASPM
NSD2	SMC3
NSD2	SMC2
NSD2	RBM10
NSD2	NOL9
NSD2	RALY
NSD2	PBRM1
NSD2	HMGB1
NSD2	CTNNB1
NSD2	CHAF1B
NSD2	DDX10
NSD2	CDC25C
NSD2	DDX18
NSD2	CNOT9
NSD2	MDC1
NSD2	RBMX
NSD2	EWSR1
NSD2	PES1
NSD2	PKP4
NSD2	FGFR3
NSD2	CBFB
NSD2	SUZ12
NSD2	HNRNPA2B1
NSD2	CDKN2C
NSD2	CENPJ
NSD2	BARD1
NSD2	CENPF
NSD2	PHGDH
NSD2	SYNCRIP
NSD2	TRAIP
NSD2	YEATS4
NSD2	MAPK1
NSD2	MAZ
NSD2	FUS
NSD2	FUBP1
NSD2	CBX6
NSD2	NEK2
NSD2	DDX50
NSD2	DDX54
NSD2	TCF7
NSD2	KPNB1
NSD2	TCF3
NSD2	MLLT10
NSD2	ZWILCH
NSD2	TP53BP1
NSD2	HDAC1
NSD2	RFC4
NSD2	TCERG1
NSD2	FANCD2
NSD2	NDC80
NSD2	INTS12
NSD2	SET
NSD2	TRIM33
NSD2	FANCG
NSD2	HNRNPK
NSD2	FANCA
NSD2	NBN
NSD2	LARP4B
NSD2	HNRNPA3
NSD2	CCND2
NSD2	IGF2BP3
NSD2	NAT10
NSD2	KNSTRN
NSD2	BABAM1
NSD2	CDK6
NSD2	BABAM2
NSD2	MSH2
NSD2	MSH6
NSD2	USP7
NSD2	EZH1
NSD2	EZH2
NSD2	MYBL2
NSD2	SMARCA4
NSD2	NOP58
NSD2	XRCC5
NSD2	RB1
NSD2	PFKP
NSD2	CDYL
NSD2	AURKA
NSD2	YWHAE
NSD2	INTS7
NSD2	CCNB2
NSD2	AZIN1
NSD2	BPTF
NSD2	SNRNP200
NSD2	DNMT1
NSD2	EML4
NSD2	WDR62
NSD2	SETDB1
NSD2	BRCA1
NSD2	BRCA2
NSD2	TRIM24
NSD2	CUL1
NSD2	PRMT5
NSD2	MDM2
NSD2	SETD2
NSD2	SETD7
NSD2	TCF7L1
NSD2	TCF7L2
NSD2	NCAPG
NSD2	HRAS
NSD2	SRSF2
NSD2	PASK
NSD2	CHEK2
NSD2	TRRAP
NSD2	UBA6
NSD2	SFPQ
NSD2	HERC2
NSD2	UBA2
NSD2	NCAPD2
NSD2	NCAPD3
NSD2	GINS1
NSD2	TFDP1
NSD2	FBXO5
NSD2	TRIM28
NSD2	TMEM201
NSD2	GLYR1
NSD2	MYCBP2
NSD2	ERCC3
NSD2	THRAP3
NSD2	WBP11
NSD2	SALL1
NSD2	SF3B3
NSD2	FAM171A1
NSD2	G2E3
NSD2	ESR1
NSD2	WDR12
NSD2	DCLRE1C
NSD2	DCLRE1A
NSD2	ECT2
NSD2	IQGAP1
NSD2	KMT2A
NSD2	SMARCB1
NSD2	PRDM2
NSD2	KMT2E
NSD2	KMT2D
NSD2	MCM7
NSD2	MCM5
NSD2	ALDOA
NSD2	ANKLE2
NSD2	CASP3
NSD2	PLK1
NSD2	AKT1
NSD2	SETD1B
NSD2	DHX16
NSD2	DHX15
NSD2	BORA
NSD2	DGCR8
NSD2	KAT7
NSD2	HSP90AB1
NSD2	HDAC2
NSD2	MYB
NSD2	PFAS
NSD2	LETM1
NSD2	CSNK2A1
NSD2	KRAS
NSD2	PTMA
NSD2	DDX5
NSD2	KMT2C
NSD2	ARID1A
NSD2	ANKRD50
NSD2	ZWINT
NSD2	PABPC4
NSD2	FEN1
NSD2	ASXL1
NSD2	PCBP2
NSD2	PCBP1
NSD2	NEUROG2
NSD2	STAG2
NSD2	CDC25A
NSD2	STAG1
NSD2	POLR2D
NSD2	PLEC
NSD2	TAF4
NSD2	LRIG3
NSD2	CDC27
NSD2	CDC20
NSD2	IPO5
NSD2	SMC4
NSD2	ABL1
NSD2	NCOR1
NSD2	DROSHA
NSD2	HNRNPU
NSD2	POLD1
NSD2	HNRNPL
NSD2	KNL1
NSD2	HNRNPC
NSD2	HNRNPD
NSD2	ASH1L
NSD2	DAZAP1
NSD2	CDK4
NSD2	ZFP36L1
NSD2	ZFP36L2
NSD2	HMGA1
NSD2	STAT5B
NSD2	MKI67
NSD2	RNF168
NSD2	UBB
NSD2	DHX30
NSD2	EED
NSD2	SHPRH
NSD2	NRAS
NSD2	BRPF3
NSD2	BRPF1
NSD2	RPIA
NSD2	SIN3B
NSD2	SIN3A
NSD2	CLASP2
NSD2	RAD21
NSD2	ANLN
NSD2	EP400
NSD2	AR
NSD2	RCC1
NSD2	TUBA1C
NSD2	G3BP2
LUM	MUSK
LUM	CPQ
LUM	FKBP9
LUM	LRRTM4
LUM	SIRPA
LUM	MDFIC
LUM	GATA6
LUM	WDTC1
LUM	CCND1
LUM	TCF12
LUM	MMP13
LUM	CX3CR1
LUM	COL2A1
LUM	HTRA1
LUM	IFI44L
LUM	LAMA2
LUM	CALB2
LUM	MXRA5
LUM	LRRC18
LUM	MME
LUM	LAPTM4A
LUM	MSR1
LUM	TWIST1
LUM	LMCD1
LUM	KLF2
LUM	LTBP2
LUM	HGF
LUM	NRP1
LUM	ATP4A
LUM	COL11A1
LUM	ZFPM2
LUM	FBLN1
LUM	SLIT2
LUM	JAG1
LUM	PLAG1
LUM	ACTB
LUM	KIF27
LUM	RRAS
LUM	ADAMTSL3
LUM	NID1
LUM	IGF2
LUM	TCF4
LUM	MAF
LUM	MRAS
LUM	PDGFRB
LUM	PDGFRA
LUM	FILIP1L
LUM	MYH2
LUM	MYH9
LUM	EPYC
LUM	COL5A3
LUM	COL5A1
LUM	KIF1B
